Index,ThreadID
0,0
1,5
2,6
3,0
4,7
5,0
6,6
7,10
8,2
9,26
10,4
11,29
12,5
13,21
14,4
15,15
16,29
17,7
18,2
19,26
20,29
21,3
22,31
23,4
24,17
25,21
26,3
27,5
28,21
29,15
30,21
31,39
32,21
33,3
34,40
35,26
36,10
37,4
38,15
39,55
40,25
41,46
42,58
43,25
44,58
45,46
46,7
47,25
48,29
49,11
50,45
51,33
52,17
53,40
54,39
55,19
56,12
57,1
58,51
59,6
60,36
61,0
62,2
63,5
64,24
65,42
66,3
67,56
68,24
69,7
70,54
71,58
72,16
73,15
74,54
75,42
76,4
77,7
78,3
79,42
80,22
81,54
82,28
83,55
84,50
85,47
86,52
87,30
88,16
89,23
90,4
91,60
92,43
93,43
94,29
95,29
96,18
97,18
98,23
99,20
100,14
101,21
102,14
103,20
104,43
105,49
106,54
107,19
108,38
109,61
110,59
111,26
112,22
113,6
114,6
115,14
116,36
117,14
118,43
119,19
120,17
121,51
122,54
123,60
124,23
125,36
126,24
127,1
128,32
129,56
130,3
131,27
132,8
133,56
134,3
135,41
136,32
137,37
138,41
139,32
140,47
141,58
142,16
143,28
144,46
145,50
146,57
147,20
148,20
149,48
150,20
151,48
152,38
153,26
154,31
155,48
156,48
157,28
158,28
159,56
160,33
161,6
162,63
163,53
164,6
165,6
166,6
167,54
168,60
169,60
170,23
171,60
172,4
173,7
174,63
175,31
176,8
177,18
178,34
179,39
180,41
181,5
182,48
183,40
184,28
185,54
186,49
187,15
188,37
189,32
190,33
191,1
192,27
193,3
194,44
195,16
196,46
197,25
198,50
199,44
200,58
201,10
202,35
203,16
204,9
205,52
206,52
207,20
208,20
209,25
210,10
211,29
212,20
213,3
214,9
215,9
216,14
217,29
218,55
219,12
220,29
221,45
222,12
223,14
224,11
225,52
226,51
227,36
228,24
229,23
230,17
231,7
232,4
233,41
234,7
235,39
236,7
237,23
238,47
239,34
240,5
241,15
242,54
243,54
244,41
245,36
246,18
247,43
248,29
249,7
250,47
251,23
252,33
253,17
254,32
255,4
256,46
257,58
258,27
259,46
260,27
261,44
262,44
263,57
264,30
265,61
266,35
267,22
268,22
269,38
270,38
271,20
272,57
273,9
274,9
275,52
276,2
277,52
278,2
279,12
280,21
281,24
282,24
283,24
284,8
285,40
286,40
287,48
288,2
289,49
290,28
291,50
292,3
293,11
294,5
295,11
296,5
297,5
298,8
299,8
300,18
301,63
302,17
303,32
304,22
305,22
306,29
307,2
308,5
309,23
310,11
311,47
312,6
313,7
314,21
315,17
316,35
317,52
318,32
319,8
320,58
321,27
322,16
323,16
324,26
325,45
326,61
327,61
328,10
329,51
330,51
331,27
332,60
333,27
334,38
335,31
336,45
337,16
338,31
339,46
340,59
341,10
342,55
343,53
344,59
345,38
346,1
347,28
348,41
349,62
350,41
351,45
352,18
353,31
354,1
355,26
356,51
357,31
358,51
359,59
360,1
361,19
362,59
363,43
364,37
365,43
366,28
367,43
368,47
369,5
370,63
371,60
372,28
373,8
374,6
375,6
376,35
377,26
378,11
