Index,ThreadID
0,7
1,2
2,2
3,2
4,2
5,2
6,12
7,12
8,12
9,12
10,12
11,7
12,2
13,7
14,7
15,7
16,10
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,7
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,7
33,10
34,7
35,10
36,7
37,10
38,7
39,10
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,10
49,10
50,10
51,10
52,11
53,1
54,1
55,1
56,1
57,1
58,3
59,1
60,3
61,1
62,3
63,1
64,11
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
87,3
88,3
89,3
90,2
91,10
92,10
93,10
94,10
95,3
96,10
97,3
98,3
99,10
100,3
101,3
102,10
103,3
104,12
105,12
106,12
107,12
108,12
109,12
110,3
111,12
112,3
113,12
114,3
115,12
116,3
117,12
118,3
119,12
120,3
121,12
122,3
123,12
124,3
125,12
126,3
127,12
128,3
129,12
130,3
131,7
132,3
133,7
134,3
135,3
136,7
137,3
138,3
139,7
140,3
141,3
142,7
143,2
144,2
145,2
146,3
147,2
148,3
149,2
150,3
151,3
152,2
153,3
154,2
155,3
156,3
157,3
158,3
159,3
160,7
161,3
162,3
163,3
164,7
165,3
166,3
167,7
168,3
169,2
170,2
171,2
172,2
173,2
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,2
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,3
191,3
192,3
193,3
194,3
195,7
196,7
197,7
198,7
199,11
200,7
201,11
202,11
203,7
204,11
205,11
206,7
207,11
208,9
209,9
210,9
211,9
212,9
213,12
214,12
215,12
216,9
217,12
218,9
219,12
220,9
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,7
235,3
236,7
237,3
238,7
239,3
240,3
241,7
242,3
243,3
244,7
245,3
246,0
247,7
248,7
249,7
250,0
251,3
252,7
253,3
254,0
255,3
256,7
257,7
258,0
259,3
260,2
261,0
262,2
263,0
264,2
265,0
266,3
267,2
268,0
269,3
270,2
271,3
272,0
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,7
281,7
282,7
283,7
284,7
285,7
286,2
287,2
288,2
289,2
290,1
291,2
292,3
293,1
294,2
295,3
296,1
297,2
298,3
299,2
300,2
301,2
302,2
303,0
304,2
305,2
306,0
307,2
308,11
309,0
310,2
311,11
312,0
313,11
314,1
315,11
316,1
317,11
318,0
319,2
320,11
321,1
322,2
323,0
324,7
325,1
326,1
327,11
328,1
329,11
330,11
331,1
332,11
333,1
334,11
335,1
336,11
337,7
338,7
339,7
340,7
341,7
342,7
343,0
344,0
345,7
346,7
347,0
348,7
349,9
350,0
351,9
352,1
353,9
354,2
355,7
356,9
357,7
358,9
359,7
360,9
361,7
362,1
363,2
364,12
365,12
366,11
367,12
368,12
369,12
370,12
371,12
372,11
373,10
374,9
375,7
376,3
377,12
378,12
379,12
380,12
381,3
382,12
383,12
384,3
385,12
386,3
387,12
388,1
389,3
390,12
391,12
392,12
393,12
394,12
395,12
396,12
397,12
398,12
399,12
400,12
401,1
402,12
403,10
404,12
405,10
406,12
407,12
408,10
409,12
410,12
411,10
412,1
413,12
414,10
415,1
416,0
417,0
418,3
419,3
420,3
421,0
422,3
423,0
424,3
425,0
426,3
427,1
428,0
429,9
430,2
431,9
432,9
433,5
434,9
435,2
436,9
437,2
438,9
439,2
440,5
441,1
442,5
443,5
444,7
445,7
446,3
447,5
448,3
449,7
450,5
451,3
452,7
453,5
454,8
455,8
456,8
457,3
458,8
459,10
460,3
461,8
462,3
463,10
464,8
465,3
466,8
467,10
468,8
469,12
470,8
471,8
472,12
473,8
474,12
475,3
476,8
477,10
478,12
479,11
480,0
481,8
482,8
483,8
484,8
485,8
486,8
487,8
488,8
489,11
490,0
491,8
492,11
493,0
494,12
495,11
496,8
497,8
498,0
499,11
500,10
501,8
502,12
503,11
504,9
505,0
506,10
507,10
508,5
509,12
510,7
511,0
512,9
513,5
514,5
515,7
516,12
517,0
518,11
519,10
520,5
521,5
522,3
523,12
524,11
525,11
526,3
527,1
528,9
529,10
530,5
531,0
532,7
533,3
534,11
535,3
536,1
537,2
538,9
539,9
540,11
541,9
542,0
543,6
544,5
545,1
546,2
547,12
548,3
549,2
550,1
551,3
552,2
553,6
554,12
555,5
556,11
557,9
558,0
559,10
560,10
561,6
562,6
563,12
564,12
565,6
566,9
567,5
568,2
569,3
570,1
571,0
572,10
573,2
574,5
575,5
576,0
577,9
578,0
579,10
580,12
581,11
582,3
583,2
584,6
585,1
586,12
587,3
588,0
589,3
590,0
591,7
592,9
593,11
594,6
595,0
596,4
597,10
598,3
599,1
600,5
601,8
602,5
603,11
604,12
605,3
606,8
607,7
608,9
609,5
610,0
611,11
612,1
613,4
614,3
615,10
616,5
617,8
618,2
619,1
620,11
621,4
622,9
623,6
624,3
625,0
626,2
627,5
628,3
629,3
630,10
631,12
632,9
633,8
634,2
635,1
636,7
637,5
638,5
639,6
640,11
641,11
642,5
643,12
644,1
645,9
646,0
647,2
648,12
649,4
650,5
651,3
652,3
653,11
654,0
655,6
656,5
657,7
658,4
659,8
660,2
661,0
662,1
663,11
664,9
665,11
666,10
667,3
668,12
669,10
670,4
671,6
672,9
673,2
674,11
675,3
676,8
677,8
678,5
679,5
680,0
681,7
682,6
683,4
684,10
685,0
686,11
687,1
688,0
689,11
690,12
691,12
692,8
693,2
694,5
695,0
696,9
697,5
698,1
699,7
700,8
701,6
702,2
703,5
704,2
705,10
706,12
707,11
708,6
709,5
710,9
711,4
712,3
713,8
714,2
715,12
716,12
717,1
718,12
719,7
720,7
721,0
722,3
723,11
724,8
725,7
726,10
727,4
728,1
729,6
730,5
731,12
732,0
733,11
734,12
735,0
736,8
737,1
738,1
739,5
740,3
741,12
742,0
743,8
744,4
745,5
746,1
747,8
748,7
749,9
750,11
751,3
752,2
753,6
754,0
755,4
756,10
757,10
758,9
759,9
760,2
761,0
762,6
763,7
764,5
765,12
766,4
767,1
768,8
769,1
770,3
771,1
772,4
773,9
774,11
775,2
776,10
777,7
778,0
779,3
780,12
781,5
782,12
783,6
784,12
785,7
786,7
787,5
788,3
789,8
790,1
791,6
792,12
793,4
794,2
795,4
796,11
797,9
798,11
799,1
800,1
801,5
802,9
803,7
804,6
805,10
806,2
807,4
808,4
809,8
810,11
811,11
812,9
813,5
814,11
815,4
816,1
817,9
818,3
819,0
820,7
821,7
822,0
823,5
824,10
825,12
826,3
827,1
828,8
829,2
830,7
831,4
832,0
833,11
834,5
835,12
836,3
837,5
838,11
839,2
840,1
841,7
842,6
843,4
844,12
845,10
846,10
847,9
848,9
849,11
850,0
851,8
852,7
853,10
854,12
855,10
856,5
857,7
858,11
859,3
860,3
861,6
862,11
863,2
864,2
865,6
866,4
867,9
868,1
869,2
870,5
871,10
872,3
873,7
874,7
875,10
876,1
877,9
878,11
879,7
880,1
881,12
882,6
883,5
884,8
885,2
886,8
887,3
888,7
889,1
890,4
891,8
892,8
893,7
894,12
895,0
896,2
897,11
898,10
899,11
900,1
901,8
902,11
903,8
904,3
905,9
906,2
907,5
908,6
909,1
910,3
911,12
912,0
913,1
914,12
915,10
916,6
917,11
918,7
919,3
920,8
921,1
922,5
923,9
924,12
925,2
926,4
927,10
928,3
929,6
930,12
931,9
932,2
933,7
934,5
935,0
936,4
937,11
938,11
939,4
940,4
941,3
942,5
943,4
944,1
945,2
946,11
947,8
948,7
949,5
950,0
951,5
952,10
953,10
954,7
955,8
956,6
957,4
958,5
959,3
960,9
961,0
962,11
963,10
964,3
965,12
966,7
967,2
968,6
969,8
970,1
971,3
972,9
973,10
974,5
975,12
976,4
977,0
978,12
979,6
980,12
981,11
982,6
983,8
984,4
985,4
986,10
987,11
988,2
989,2
990,3
991,12
992,6
993,7
994,1
995,5
996,3
997,0
998,8
999,12
1000,9
1001,1
1002,4
1003,10
1004,1
1005,10
1006,8
1007,9
1008,3
1009,11
1010,12
1011,2
1012,11
1013,0
1014,10
1015,10
1016,9
1017,9
1018,4
1019,1
1020,2
1021,8
1022,3
1023,0
1024,6
1025,5
1026,8
1027,7
1028,10
1029,4
1030,11
1031,1
1032,1
1033,2
1034,9
1035,6
1036,7
