Index,ThreadID
0,4
1,5
2,21
3,24
4,1
5,33
6,31
7,39
8,34
9,30
10,32
11,27
12,0
13,29
14,6
15,9
16,23
17,16
18,28
19,42
20,12
21,18
22,4
23,3
24,7
25,17
26,26
27,5
28,21
29,24
30,1
31,33
32,31
33,39
34,22
35,34
36,30
37,32
38,0
39,2
40,27
41,13
42,14
43,38
44,18
45,25
46,12
47,9
48,21
49,41
50,10
51,30
52,31
53,5
54,11
55,20
56,37
57,29
58,23
59,16
60,35
61,6
62,7
63,34
64,28
65,4
66,24
67,33
68,38
69,12
70,25
71,18
72,9
73,19
74,21
75,41
76,31
77,30
78,8
79,10
80,15
81,42
82,17
83,26
84,36
85,40
86,0
87,2
88,20
89,34
90,12
91,32
92,5
93,18
94,25
95,9
96,15
97,33
98,29
99,14
100,16
101,30
102,31
103,23
104,37
105,22
106,1
107,4
108,19
109,40
110,24
111,3
112,35
113,2
114,0
115,20
116,12
117,18
118,25
119,9
120,5
121,32
122,34
123,11
124,38
125,6
126,13
127,27
128,39
129,21
130,4
131,37
132,15
133,35
134,18
135,12
136,20
137,28
138,30
139,5
140,1
141,29
142,16
143,14
144,23
145,31
146,36
147,2
148,42
149,24
150,41
151,22
152,33
153,10
154,25
155,8
156,21
157,4
158,37
159,15
160,35
161,18
162,12
163,20
164,28
165,30
166,5
167,9
168,7
169,26
170,3
171,17
172,13
173,6
174,21
175,37
176,12
177,18
178,41
179,38
180,28
181,22
182,34
183,32
184,20
185,7
186,1
187,40
188,2
189,14
190,33
191,3
192,35
193,10
194,19
195,6
196,30
197,4
198,25
199,37
200,21
201,8
202,36
203,13
204,29
205,15
206,31
207,11
208,39
209,42
210,24
211,16
212,23
213,27
214,0
215,38
216,6
217,18
218,22
219,32
220,36
221,29
222,15
223,5
224,7
225,17
226,13
227,34
228,3
229,9
230,14
231,26
232,33
233,11
234,35
235,23
236,6
237,18
238,30
239,36
240,41
241,29
242,22
243,15
244,32
245,2
246,1
247,37
248,8
249,38
250,28
251,40
252,39
253,12
254,31
255,19
256,21
257,10
258,34
259,18
260,36
261,15
262,16
263,29
264,2
265,32
266,22
267,20
268,4
269,7
270,0
271,3
272,42
273,25
274,24
275,27
276,8
277,35
278,14
279,30
280,26
281,11
282,23
283,37
284,34
285,18
286,36
287,15
288,16
289,29
290,40
291,2
292,9
293,6
294,13
295,5
296,17
297,41
298,19
299,12
300,33
301,4
302,14
303,18
304,15
305,25
306,39
307,20
308,7
309,26
310,38
311,32
312,27
313,8
314,42
315,34
316,0
317,37
318,23
319,21
320,11
321,24
322,28
323,1
324,14
325,29
326,18
327,4
328,25
329,15
330,40
331,39
332,20
333,35
334,22
335,7
336,30
337,31
338,26
339,38
340,10
341,36
342,9
343,3
344,18
345,37
346,29
347,31
348,21
349,30
350,9
351,11
352,27
353,5
354,32
355,39
356,17
357,8
358,0
359,42
360,25
361,22
362,23
363,19
364,16
365,33
366,24
367,1
368,41
369,18
370,29
371,31
372,30
373,21
374,15
375,37
376,27
377,40
378,11
379,6
380,14
381,2
382,26
383,13
384,12
385,9
386,34
387,32
388,39
389,23
390,36
391,30
392,29
393,35
394,33
395,27
396,5
397,8
398,17
399,3
400,41
401,4
402,0
403,38
404,16
405,42
406,28
407,20
408,24
409,25
410,15
411,11
412,23
413,36
414,22
415,30
416,37
417,35
418,32
419,39
420,27
421,33
422,7
423,1
424,18
425,29
426,19
427,31
428,21
429,10
430,14
431,17
432,23
433,9
434,13
435,22
436,30
437,37
438,29
439,5
440,6
441,21
442,24
443,26
444,40
445,4
446,16
447,3
448,34
449,15
450,8
451,25
452,20
453,42
454,1
455,17
456,41
457,23
458,22
459,38
460,13
461,9
462,27
463,39
464,2
465,12
466,14
467,32
468,0
469,35
470,36
471,28
472,11
473,29
474,26
475,25
476,6
477,17
478,33
479,38
480,5
481,36
482,32
483,9
484,21
485,4
486,10
487,34
488,1
489,18
490,37
491,16
492,8
493,42
494,20
495,41
496,35
497,22
498,23
499,29
500,0
501,26
502,25
503,17
504,6
505,7
506,33
507,13
508,2
509,24
510,19
511,31
512,15
513,40
514,27
515,30
516,38
517,39
518,9
519,36
520,25
521,29
522,26
523,3
524,30
525,15
526,6
527,5
528,10
529,32
530,28
531,18
532,12
533,34
534,37
535,11
536,16
537,7
538,41
539,14
540,17
541,23
542,38
543,1
544,21
545,0
546,24
547,8
548,36
549,9
550,39
551,20
552,2
553,42
554,35
555,4
556,33
557,19
558,22
559,15
560,25
561,5
562,12
563,34
564,41
565,11
566,38
567,21
568,26
569,36
570,20
571,10
572,23
573,32
574,27
575,3
576,30
577,37
578,14
579,13
580,35
581,40
582,8
583,22
584,0
585,15
586,25
587,17
588,5
589,12
590,24
591,18
592,6
593,39
594,1
595,28
596,33
597,29
598,16
599,31
600,19
601,7
602,42
603,34
604,21
605,37
606,4
607,35
608,36
609,10
610,22
611,11
612,24
613,2
614,9
615,32
616,41
617,6
618,13
619,19
620,30
621,40
622,0
623,15
624,42
625,34
626,28
627,21
628,35
629,37
630,31
631,26
632,38
633,1
634,39
635,7
636,14
637,27
638,20
639,4
640,25
641,3
642,8
643,16
644,23
645,22
646,11
647,42
648,24
649,34
650,6
651,9
652,31
653,29
654,37
655,2
656,32
657,10
658,41
659,19
660,40
661,30
662,17
663,15
664,18
665,13
666,12
667,36
668,0
669,39
670,35
671,22
672,42
673,34
674,24
675,6
676,11
677,9
678,31
679,29
680,37
681,2
682,32
683,5
684,10
685,7
686,4
687,33
688,26
689,20
690,34
691,38
692,23
693,1
694,24
695,9
696,6
697,12
698,29
699,32
700,19
701,10
702,3
703,15
704,2
705,21
706,25
707,8
708,28
709,0
710,42
711,41
712,35
713,26
714,18
715,20
716,34
717,1
718,7
719,24
720,23
721,38
722,36
723,13
724,40
725,16
726,17
727,27
728,30
729,14
730,37
731,32
732,26
733,0
734,34
735,1
736,35
737,22
738,38
739,12
740,19
741,23
742,10
743,9
744,15
745,6
746,29
747,33
748,7
749,39
750,28
751,8
752,30
753,25
754,3
755,26
756,0
757,32
758,5
759,34
760,18
761,1
762,11
763,35
764,40
765,2
766,22
767,20
768,41
769,36
770,31
771,4
772,21
773,42
774,29
775,27
776,9
777,30
778,39
779,17
780,12
781,19
782,5
783,10
784,23
785,31
786,15
787,38
788,16
789,28
790,3
791,1
792,33
793,6
794,14
795,24
796,18
797,21
798,41
799,11
800,29
801,32
802,30
803,27
804,9
805,39
806,17
807,26
808,19
809,12
810,5
811,25
812,0
813,22
814,8
815,13
816,37
817,2
818,16
819,35
820,29
821,14
822,39
823,19
824,26
825,23
826,9
827,30
828,31
829,10
830,4
831,20
832,36
833,40
834,27
835,24
836,42
837,18
838,28
839,41
840,32
841,7
842,2
843,16
844,35
845,29
846,39
847,21
848,14
849,26
850,19
851,9
852,6
853,30
854,23
855,3
856,15
857,11
858,38
859,34
860,22
861,13
862,37
863,42
864,29
865,2
866,39
867,8
868,3
869,25
870,41
871,31
872,30
873,15
874,4
875,10
876,33
877,27
878,28
879,35
880,40
881,5
882,18
883,32
884,1
885,13
886,37
887,22
888,42
889,9
890,0
891,19
892,7
893,20
894,12
895,24
896,14
897,21
898,26
899,36
900,23
901,17
902,6
903,39
904,29
905,16
906,3
907,24
908,8
909,13
910,42
911,22
912,11
913,30
914,12
915,31
916,41
917,4
918,35
919,27
920,10
921,38
922,40
923,28
924,33
925,18
926,7
927,36
928,20
929,29
930,39
931,16
932,24
933,0
934,32
935,8
936,3
937,15
938,5
939,2
940,26
941,1
942,37
943,19
944,25
945,34
946,22
947,30
948,31
949,14
950,13
951,9
952,29
953,16
954,36
955,17
956,15
957,5
958,2
959,35
960,6
961,41
962,18
963,7
964,24
965,38
966,28
967,39
968,8
969,33
970,40
971,22
972,30
973,12
974,14
975,13
976,9
977,31
978,4
979,27
980,37
981,23
982,11
983,3
984,20
985,0
986,21
987,10
988,42
989,6
990,25
991,29
992,16
993,24
994,15
995,1
996,32
997,31
998,36
999,38
1000,17
1001,35
1002,33
1003,26
1004,5
1005,28
1006,2
1007,8
1008,7
1009,19
1010,40
1011,13
1012,0
1013,12
1014,6
1015,25
1016,20
1017,29
1018,16
1019,10
1020,24
1021,15
1022,1
1023,32
1024,31
1025,34
1026,41
1027,22
1028,39
1029,18
1030,9
1031,27
1032,37
1033,42
1034,19
1035,5
1036,14
1037,38
1038,11
1039,16
1040,31
1041,4
1042,21
